,id,year,latitude,longtitude,wall_type,floors,gutter_type,address,entrance,gas_supply_type,living_rooms,warming_type,cold_water_type,hot_water_type,square,not_living_square,common_hold_square,living_square,base_addr,dist,norm_addr
15853,7579328,1961.0,55.76785,37.73247,Блочные,5.0,Наружные водостоки,"ул. Соколиной Горы 8-я, д. 3",4.0,Центральное,74,Центральное,Центральное,Центральное (закрытая система),3526.0,328.0,2909.0,3198.0,"8-я улица Соколиной Горы, дом 3",0.0,"улица соколиной горы 8-я, дом_3"
13519,8644063,1963.0,55.74559,37.76384,Панельные,5.0,Смешанные,"ул. Плеханова, д. 14, к. 2",3.0,Центральное,60,Центральное,Центральное,Центральное (закрытая система),2582.5,0.0,0.0,2582.5,"улица Плеханова, дом 14, корпус 2",0.0,"улица плеханова, дом_14, корпус_2"
1684,7557207,1966.0,55.81141,37.77651,Панельные,5.0,Наружные водостоки,"ул. Амурская, д. 28",4.0,Центральное,80,Центральное,Центральное,Центральное (открытая система),3547.0,1804.0,1804.0,1743.0,"Амурская улица, дом 28",0.0,"улица амурская, дом_28"
3859,7715092,1962.0,55.70559,37.77078,Панельные,5.0,Наружные водостоки,"пр-кт. Волгоградский, д. 131, к. 1",5.0,Центральное,100,Центральное,Центральное,Центральное (закрытая система),4510.6,19.6,19.6,4491.0,"Волгоградский проспект, дом 131, корпус 1",0.0,"проспект волгоградский, дом_131, корпус_1"
12317,7914430,1964.0,55.82958,37.75802,Блочные,5.0,Наружные водостоки,"ш. Открытое, д. 29, к. 10",3.0,Центральное,60,Центральное,Центральное,Центральное (открытая система),2571.6,0.0,0.0,2571.6,"Открытое шоссе, дом 29, корпус 10",0.0,"шоссе открытое, дом_29, корпус_10"
19368,7764348,1951.0,55.87373,37.71743,"Каменные, кирпичные",4.0,Внутренние водостоки,"ш. Ярославское, д. 134",3.0,Центральное,35,Центральное,Центральное,Отсутствует,2150.2,410.2,0.0,1740.0,"Ярославское шоссе, дом 134",0.0,"шоссе ярославское, дом_134"
3854,7715036,1961.0,55.70231,37.78283,Панельные,5.0,Наружные водостоки,"пр-кт. Волгоградский, д. 128, к. 1",4.0,Центральное,80,Центральное,Центральное,Центральное (закрытая система),3486.5,4.8,4.8,3481.7,"Волгоградский проспект, дом 128, корпус 1",0.0,"проспект волгоградский, дом_128, корпус_1"
3816,7931266,1963.0,55.70805,37.75118,Блочные,9.0,Внутренние водостоки,"пр-кт. Волгоградский, д. 95",1.0,Центральное,72,Центральное,Центральное,Центральное (закрытая система),2696.9,102.1,102.1,2594.8,"Волгоградский проспект, дом 95",0.0,"проспект волгоградский, дом_95"
16141,8065574,1953.0,55.66053,37.626,"Каменные, кирпичные",5.0,Наружные водостоки,"ш. Старокаширское, д. 2, к. 4",2.0,Центральное,71,Центральное,Центральное,Центральное (закрытая система),3821.6,1205.0,0.0,2616.0,"Старокаширское шоссе, дом 2, корпус 4",0.0,"шоссе старокаширское, дом_2, корпус_4"
17392,7718898,1963.0,55.71324,37.77533,Панельные,5.0,Наружные водостоки,"ул. Федора Полетаева, д. 8, к. 2",5.0,Центральное,100,Центральное,Центральное,Центральное (закрытая система),4483.1,0.0,0.0,4483.1,"улица Фёдора Полетаева, дом 8, корпус 2",0.0,"улица федора полетаева, дом_8, корпус_2"
15735,7575185,1962.0,55.73824,37.7073,"Каменные, кирпичные",5.0,Не заполнено,"ул. Смирновская, д. 5А",3.0,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,2509.4,0.0,0.0,1752.0,"Смирновская улица, дом 5А",0.0,"улица смирновская, дом_5а"
11974,7588744,1958.0,55.71811,37.86518,"Каменные, кирпичные",2.0,Наружные водостоки,"ул. Оранжерейная, д. 16",2.0,Центральное,16,Центральное,Центральное,Квартирное (квартирный котел),1192.1,0.0,545.8,646.3,"Оранжерейная улица, дом 16",0.0,"улица оранжерейная, дом_16"
19364,7764281,1938.0,55.87259,37.71488,"Каменные, кирпичные",4.0,Внутренние водостоки,"ш. Ярославское, д. 128",3.0,Центральное,24,Центральное,Центральное,Центральное (открытая система),2108.4,258.2,0.0,1850.2,"Ярославское шоссе, дом 128",0.0,"шоссе ярославское, дом_128"
17037,7628347,1948.0,55.70391,37.67779,"Каменные, кирпичные",5.0,Наружные водостоки,"ул. Трофимова, д. 23, к. 3",2.0,Центральное,40,Центральное,Центральное,Центральное (закрытая система),2297.0,330.0,0.0,1724.0,"улица Трофимова, дом 23, корпус 3",0.0,"улица трофимова, дом_23, корпус_3"
12037,7591019,1966.0,55.71169,37.8651,Панельные,5.0,Наружные водостоки,"ул. Оренбургская, д. 26, к. 1",4.0,Центральное,80,Центральное,Центральное,Центральное (закрытая система),5697.7,0.0,2166.2,3531.5,"Оренбургская улица, дом 26, корпус 1",0.0,"улица оренбургская, дом_26, корпус_1"
2774,7823442,1963.0,55.65397,37.38911,"Каменные, кирпичные",5.0,Наружные водостоки,"проезд. Боровский, д. 7",3.0,Центральное,60,Центральное,Центральное,Центральное (закрытая система),2467.0,0.0,1550.0,2467.0,"Боровский проезд, дом 7",0.0,"проезд. боровский, дом_7"
